cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
FRT1ST0008HS0047CN000758P1,Le voile islamique est un assaut pour nous.,Mon voile est ma liberté.,Islamophobia,culture,affiliation,43,female,Bachelor
FRT1ST0008HS0047CN000758P2,Le voile islamique est une honte pour nous.,Mon voile est ma liberté.,Islamophobia,culture,affiliation,43,female,Bachelor
FRT1ST0008HS0047CN000758T1,Your veil is an attack against me.,My veil is my freedom.,Islamophobia,culture,affiliation,,,
FRT1ST0008HS0047CN000759,Ton voile est une agression contre moi.,Mon voile est un choix respectable.,Islamophobia,culture,affiliation,43,female,Bachelor
FRT1ST0008HS0047CN000759P1,Le voile islamique est un assaut pour nous.,Mon voile est un choix respectable.,Islamophobia,culture,affiliation,43,female,Bachelor
FRT1ST0008HS0047CN000759P2,Le voile islamique est une honte pour nous.,Mon voile est un choix respectable.,Islamophobia,culture,affiliation,43,female,Bachelor
FRT1ST0008HS0047CN000759T1,Your veil is an attack against me.,My veil is a respectable choice.,Islamophobia,culture,affiliation,,,
FRT1ST0008HS0047CN000760,Ton voile est une agression contre moi.,"Dis moi ce qui te tagresse dans mon bout de tissus, t'es tu pose la question quand tu vois une none ou la statue de la vierge Marie?",Islamophobia,culture,"hypocrisy , question",55,female,Some university without degree
FRT1ST0008HS0047CN000760P1,Le voile islamique est un assaut pour nous.,"Dis moi ce qui te tagresse dans mon bout de tissus, t'es tu pose la question quand tu vois une none ou la statue de la vierge Marie?",Islamophobia,culture,"hypocrisy , question",55,female,Some university without degree
FRT1ST0008HS0047CN000760P2,Le voile islamique est une honte pour nous.,"Dis moi ce qui te tagresse dans mon bout de tissus, t'es tu pose la question quand tu vois une none ou la statue de la vierge Marie?",Islamophobia,culture,"hypocrisy , question",55,female,Some university without degree
FRT1ST0008HS0047CN000760T1,Your veil is an attack against me.,"Tell me what is provoking you in my piece of fabric, did you ask yourself the question when you see a nun or the statue of the Virgin Mary?",Islamophobia,culture,"hypocrisy , question",,,
FRT1ST0008HS0047CN000761,Ton voile est une agression contre moi.,Que penses tu de la kippa ou du turban sik ou le boubou africain.,Islamophobia,culture,question,55,female,Some university without degree
FRT1ST0008HS0047CN000761P1,Le voile islamique est un assaut pour nous.,Que penses tu de la kippa ou du turban sik ou le boubou africain.,Islamophobia,culture,question,55,female,Some university without degree
FRT1ST0008HS0047CN000761P2,Le voile islamique est une honte pour nous.,Que penses tu de la kippa ou du turban sik ou le boubou africain.,Islamophobia,culture,question,55,female,Some university without degree
FRT1ST0008HS0047CN000761T1,Your veil is an attack against me.,What about the yarmulke or the Sikh turban or the African boubou?,Islamophobia,culture,question,,,
FRT1ST0008HS0047CN000762,Ton voile est une agression contre moi.,"De même, votre culotte peut être inconfortable pour les autres.",Islamophobia,culture,humor,55,female,Some university without degree
FRT1ST0008HS0047CN000762P1,Le voile islamique est un assaut pour nous.,"De même, votre culotte peut être inconfortable pour les autres.",Islamophobia,culture,humor,55,female,Some university without degree
FRT1ST0008HS0047CN000762P2,Le voile islamique est une honte pour nous.,"De même, votre culotte peut être inconfortable pour les autres.",Islamophobia,culture,humor,55,female,Some university without degree
FRT1ST0008HS0047CN000762T1,Your veil is an attack against me.,"Similarly, your string may be uncomfortable to other people.",Islamophobia,culture,humor,,,
FRT1ST0008HS0047CN000763,Ton voile est une agression contre moi.,"Tu es obligé d'accepter les codes vestimentaires de chacun, si ça tagresse ne regarde pas.",Islamophobia,culture,denouncing,55,female,Some university without degree
FRT1ST0008HS0047CN000763P1,Le voile islamique est un assaut pour nous.,"Tu es obligé d'accepter les codes vestimentaires de chacun, si ça tagresse ne regarde pas.",Islamophobia,culture,denouncing,55,female,Some university without degree
FRT1ST0008HS0047CN000763P2,Le voile islamique est une honte pour nous.,"Tu es obligé d'accepter les codes vestimentaires de chacun, si ça tagresse ne regarde pas.",Islamophobia,culture,denouncing,55,female,Some university without degree
FRT1ST0008HS0047CN000763T1,Your veil is an attack against me.,"You have to accept everyone's dress codes, if it is none of your business.",Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000764,Ton voile est une agression contre moi.,"Tu ne peux pas obliger les autres à tes propres choix , occupe toi de tes vêtements.",Islamophobia,culture,denouncing,55,female,Some university without degree
FRT1ST0008HS0047CN000764P1,Le voile islamique est un assaut pour nous.,"Tu ne peux pas obliger les autres à tes propres choix , occupe toi de tes vêtements.",Islamophobia,culture,denouncing,55,female,Some university without degree
FRT1ST0008HS0047CN000764P2,Le voile islamique est une honte pour nous.,"Tu ne peux pas obliger les autres à tes propres choix , occupe toi de tes vêtements.",Islamophobia,culture,denouncing,55,female,Some university without degree
FRT1ST0008HS0047CN000764T1,Your veil is an attack against me.,"You cannot force others to your own choices, mind your clothes.",Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000765,Ton voile est une agression contre moi.,Agression verbale.,Islamophobia,culture,hypocrisy,52,male,Bachelor
FRT1ST0008HS0047CN000765P1,Le voile islamique est un assaut pour nous.,Agression verbale.,Islamophobia,culture,hypocrisy,52,male,Bachelor
FRT1ST0008HS0047CN000765P2,Le voile islamique est une honte pour nous.,Agression verbale.,Islamophobia,culture,hypocrisy,52,male,Bachelor
FRT1ST0008HS0047CN000765T1,Your veil is an attack against me.,Verbal aggression.,Islamophobia,culture,hypocrisy,,,
FRT1ST0008HS0047CN000766,Ton voile est une agression contre moi.,Ils veulent plus nous voir dans l'espace Public.,Islamophobia,culture,other,52,male,Bachelor
FRT1ST0008HS0047CN000766P1,Le voile islamique est un assaut pour nous.,Ils veulent plus nous voir dans l'espace Public.,Islamophobia,culture,other,52,male,Bachelor
FRT1ST0008HS0047CN000766P2,Le voile islamique est une honte pour nous.,Ils veulent plus nous voir dans l'espace Public.,Islamophobia,culture,other,52,male,Bachelor
FRT1ST0008HS0047CN000766T1,Your veil is an attack against me.,They don't want to see us in the public space anymore.,Islamophobia,culture,other,,,
FRT1ST0008HS0047CN000767,Ton voile est une agression contre moi.,Une insulte à la femme musulmane.,Islamophobia,culture,denouncing,52,male,Bachelor
FRT1ST0008HS0047CN000767P1,Le voile islamique est un assaut pour nous.,Une insulte à la femme musulmane.,Islamophobia,culture,denouncing,52,male,Bachelor
FRT1ST0008HS0047CN000767P2,Le voile islamique est une honte pour nous.,Une insulte à la femme musulmane.,Islamophobia,culture,denouncing,52,male,Bachelor
FRT1ST0008HS0047CN000767T1,Your veil is an attack against me.,An insult to the Muslim woman.,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000768,Ton voile est une agression contre moi.,Agression est un bien grand mot.,Islamophobia,culture,humor,55,male,High school
FRT1ST0008HS0047CN000768P1,Le voile islamique est un assaut pour nous.,Agression est un bien grand mot.,Islamophobia,culture,humor,55,male,High school
FRT1ST0008HS0047CN000768P2,Le voile islamique est une honte pour nous.,Agression est un bien grand mot.,Islamophobia,culture,humor,55,male,High school
FRT1ST0008HS0047CN000768T1,Your veil is an attack against me.,Assault is a very big word.,Islamophobia,culture,humor,,,
FRT1ST0008HS0047CN000769,Ton voile est une agression contre moi.,"J en suis navrée, mais il te faut faire un travail sur soi.",Islamophobia,culture,denouncing,55,male,High school
FRT1ST0008HS0047CN000769P1,Le voile islamique est un assaut pour nous.,"J en suis navrée, mais il te faut faire un travail sur soi.",Islamophobia,culture,denouncing,55,male,High school
FRT1ST0008HS0047CN000769P2,Le voile islamique est une honte pour nous.,"J en suis navrée, mais il te faut faire un travail sur soi.",Islamophobia,culture,denouncing,55,male,High school
FRT1ST0008HS0047CN000769T1,Your veil is an attack against me.,"I'm sorry, but you have to do some work on yourself.",Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000770,Ton voile est une agression contre moi.,"Moi, il me plait!",Islamophobia,culture,affiliation,55,male,High school
FRT1ST0008HS0047CN000770P1,Le voile islamique est un assaut pour nous.,"Moi, il me plait!",Islamophobia,culture,affiliation,55,male,High school
FRT1ST0008HS0047CN000770P2,Le voile islamique est une honte pour nous.,"Moi, il me plait!",Islamophobia,culture,affiliation,55,male,High school
FRT1ST0008HS0047CN000770T1,Your veil is an attack against me.,"Me, I like it!",Islamophobia,culture,affiliation,,,
FRT1ST0008HS0047CN000771,Ton voile est une agression contre moi.,Qu'est ce qui te dérange?,Islamophobia,culture,question,55,male,High school
FRT1ST0008HS0047CN000771P1,Le voile islamique est un assaut pour nous.,Qu'est ce qui te dérange?,Islamophobia,culture,question,55,male,High school
FRT1ST0008HS0047CN000771P2,Le voile islamique est une honte pour nous.,Qu'est ce qui te dérange?,Islamophobia,culture,question,55,male,High school
FRT1ST0008HS0047CN000771T1,Your veil is an attack against me.,What bothers you?,Islamophobia,culture,question,,,
FRT1ST0008HS0047CN000772,Ton voile est une agression contre moi.,Tu peux toujours detourner ton regard.,Islamophobia,culture,other,55,male,High school
FRT1ST0008HS0047CN000772P1,Le voile islamique est un assaut pour nous.,Tu peux toujours detourner ton regard.,Islamophobia,culture,other,55,male,High school
FRT1ST0008HS0047CN000772P2,Le voile islamique est une honte pour nous.,Tu peux toujours detourner ton regard.,Islamophobia,culture,other,55,male,High school
FRT1ST0008HS0047CN000772T1,Your veil is an attack against me.,You can always divert your gaze.,Islamophobia,culture,other,,,
FRT1ST0008HS0047CN000773,Ton voile est une agression contre moi.,"Les femmes portent des pantalons si elles le veulent, les hommes portent des jupes s'ils le souhaite. Où est le problème?",Islamophobia,culture,"facts , question",28,male,Master
FRT1ST0008HS0047CN000773P1,Le voile islamique est un assaut pour nous.,"Les femmes portent des pantalons si elles le veulent, les hommes portent des jupes s'ils le souhaite. Où est le problème?",Islamophobia,culture,"facts , question",28,male,Master
FRT1ST0008HS0047CN000773P2,Le voile islamique est une honte pour nous.,"Les femmes portent des pantalons si elles le veulent, les hommes portent des jupes s'ils le souhaite. Où est le problème?",Islamophobia,culture,"facts , question",28,male,Master
FRT1ST0008HS0047CN000773T1,Your veil is an attack against me.,"Women wear pants if they want to, men wear skirts if they want to. What's the problem?",Islamophobia,culture,"facts , question",,,
FRT1ST0008HS0047CN000774,Ton voile est une agression contre moi.,Quelle est l'agression? Définissez ce qui est fait CONTRE vous?!,Islamophobia,culture,question,28,male,Master
FRT1ST0008HS0047CN000774P1,Le voile islamique est un assaut pour nous.,Quelle est l'agression? Définissez ce qui est fait CONTRE vous?!,Islamophobia,culture,question,28,male,Master
FRT1ST0008HS0047CN000774P2,Le voile islamique est une honte pour nous.,Quelle est l'agression? Définissez ce qui est fait CONTRE vous?!,Islamophobia,culture,question,28,male,Master
FRT1ST0008HS0047CN000774T1,Your veil is an attack against me.,What is aggression? Define what is done AGAINST you!,Islamophobia,culture,question,,,
FRT1ST0008HS0047CN000775,Ton voile est une agression contre moi.,Un vêtement porté par autrui peut vous gêner car vous n'y êtes pas habitué mais pas vous agresser. Cela n'a pas de sens.,Islamophobia,culture,facts,28,male,Master
FRT1ST0008HS0047CN000775P1,Le voile islamique est un assaut pour nous.,Un vêtement porté par autrui peut vous gêner car vous n'y êtes pas habitué mais pas vous agresser. Cela n'a pas de sens.,Islamophobia,culture,facts,28,male,Master
FRT1ST0008HS0047CN000775P2,Le voile islamique est une honte pour nous.,Un vêtement porté par autrui peut vous gêner car vous n'y êtes pas habitué mais pas vous agresser. Cela n'a pas de sens.,Islamophobia,culture,facts,28,male,Master
FRT1ST0008HS0047CN000775T1,Your veil is an attack against me.,"Clothing worn by others may bother you, because you are not used to it, but not to attack you. It doesn't make sense.",Islamophobia,culture,facts,,,
FRT1ST0008HS0047CN000776,Ton voile est une agression contre moi.,Ne porte pas de regard sur moi et j'ai le droit de choisir mes vêtements je suis dans un pays libre.,Islamophobia,culture,hypocrisy,37,male,Master
FRT1ST0008HS0047CN000776P1,Le voile islamique est un assaut pour nous.,Ne porte pas de regard sur moi et j'ai le droit de choisir mes vêtements je suis dans un pays libre.,Islamophobia,culture,hypocrisy,37,male,Master
FRT1ST0008HS0047CN000776P2,Le voile islamique est une honte pour nous.,Ne porte pas de regard sur moi et j'ai le droit de choisir mes vêtements je suis dans un pays libre.,Islamophobia,culture,hypocrisy,37,male,Master
FRT1ST0008HS0047CN000776T1,Your veil is an attack against me.,Don't look at me and I have the right to choose my clothes. I am in a free country.,Islamophobia,culture,hypocrisy,,,
FRT1ST0008HS0047CN000777,Ton voile est une agression contre moi.,Je sens un coeur plein de haine. Vous vous sentiriez lésé par votre ombre.,Islamophobia,culture,denouncing,40,male,High school
FRT1ST0008HS0047CN000777P1,Le voile islamique est un assaut pour nous.,Je sens un coeur plein de haine. Vous vous sentiriez lésé par votre ombre.,Islamophobia,culture,denouncing,40,male,High school
FRT1ST0008HS0047CN000777P2,Le voile islamique est une honte pour nous.,Je sens un coeur plein de haine. Vous vous sentiriez lésé par votre ombre.,Islamophobia,culture,denouncing,40,male,High school
FRT1ST0008HS0047CN000777T1,Your veil is an attack against me.,I sense a heart full of hate. You would feel aggrieved by your shadow.,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000778,Ton voile est une agression contre moi.,Comment un tissu peut il etre agressif?,Islamophobia,culture,question,34,male,Master
FRT1ST0008HS0047CN000778P1,Le voile islamique est un assaut pour nous.,Comment un tissu peut il etre agressif?,Islamophobia,culture,question,34,male,Master
FRT1ST0008HS0047CN000778P2,Le voile islamique est une honte pour nous.,Comment un tissu peut il etre agressif?,Islamophobia,culture,question,34,male,Master
FRT1ST0008HS0047CN000778T1,Your veil is an attack against me.,How can a fabric be aggressive?,Islamophobia,culture,question,,,
FRT1ST0008HS0047CN000779,Ton voile est une agression contre moi.,Ce discours pourrait également être perçu comme une sorte d'attaque contre l'intelligence et l'ouverture.,Islamophobia,culture,negative,34,male,Master
FRT1ST0008HS0047CN000779P1,Le voile islamique est un assaut pour nous.,Ce discours pourrait également être perçu comme une sorte d'attaque contre l'intelligence et l'ouverture.,Islamophobia,culture,negative,34,male,Master
FRT1ST0008HS0047CN000779P2,Le voile islamique est une honte pour nous.,Ce discours pourrait également être perçu comme une sorte d'attaque contre l'intelligence et l'ouverture.,Islamophobia,culture,negative,34,male,Master
FRT1ST0008HS0047CN000779T1,Your veil is an attack against me.,This speech might also be perceived as a kind of attack on intelligence and openness.,Islamophobia,culture,negative,,,
FRT1ST0008HS0047CN000780,Ton voile est une agression contre moi.,Ces mots ne sont pas très tolérants envers l'humanité.,Islamophobia,culture,denouncing,39,male,Bachelor
FRT1ST0008HS0047CN000780P1,Le voile islamique est un assaut pour nous.,Ces mots ne sont pas très tolérants envers l'humanité.,Islamophobia,culture,denouncing,39,male,Bachelor
FRT1ST0008HS0047CN000780P2,Le voile islamique est une honte pour nous.,Ces mots ne sont pas très tolérants envers l'humanité.,Islamophobia,culture,denouncing,39,male,Bachelor
FRT1ST0008HS0047CN000780T1,Your veil is an attack against me.,These words are not very tolerant towards humanity.,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000781,Ton voile est une agression contre moi.,Discutons en que je puisse te prouver le contraire.,Islamophobia,culture,facts,35,male,PhD
FRT1ST0008HS0047CN000781P1,Le voile islamique est un assaut pour nous.,Discutons en que je puisse te prouver le contraire.,Islamophobia,culture,facts,35,male,PhD
FRT1ST0008HS0047CN000781P2,Le voile islamique est une honte pour nous.,Discutons en que je puisse te prouver le contraire.,Islamophobia,culture,facts,35,male,PhD
FRT1ST0008HS0047CN000781T1,Your veil is an attack against me.,Let's talk about it so I can prove otherwise.,Islamophobia,culture,facts,,,
FRT1ST0008HS0047CN000782,Ton voile est une agression contre moi.,Mon voile est personnelle et reflète mes seules intimes convictions.,Islamophobia,culture,facts,35,male,PhD
FRT1ST0008HS0047CN000782P1,Le voile islamique est un assaut pour nous.,Mon voile est personnelle et reflète mes seules intimes convictions.,Islamophobia,culture,facts,35,male,PhD
FRT1ST0008HS0047CN000782P2,Le voile islamique est une honte pour nous.,Mon voile est personnelle et reflète mes seules intimes convictions.,Islamophobia,culture,facts,35,male,PhD
FRT1ST0008HS0047CN000782T1,Your veil is an attack against me.,My veil is personal and reflects my personal convictions.,Islamophobia,culture,facts,,,
FRT1ST0008HS0047CN000783,Ton voile est une agression contre moi.,Mon voile ne te concerne nullement.,Islamophobia,culture,affiliation,35,male,PhD
FRT1ST0008HS0047CN000783P1,Le voile islamique est un assaut pour nous.,Mon voile ne te concerne nullement.,Islamophobia,culture,affiliation,35,male,PhD
FRT1ST0008HS0047CN000783P2,Le voile islamique est une honte pour nous.,Mon voile ne te concerne nullement.,Islamophobia,culture,affiliation,35,male,PhD
FRT1ST0008HS0047CN000783T1,Your veil is an attack against me.,My veil has nothing to do with you.,Islamophobia,culture,affiliation,,,
FRT1ST0008HS0047CN000784,Ton voile est une agression contre moi.,Tu n as nul besoin d adherer a mes convictions.,Islamophobia,culture,facts,35,male,PhD
FRT1ST0008HS0047CN000784P1,Le voile islamique est un assaut pour nous.,Tu n as nul besoin d adherer a mes convictions.,Islamophobia,culture,facts,35,male,PhD
FRT1ST0008HS0047CN000784P2,Le voile islamique est une honte pour nous.,Tu n as nul besoin d adherer a mes convictions.,Islamophobia,culture,facts,35,male,PhD
FRT1ST0008HS0047CN000784T1,Your veil is an attack against me.,You do not need to adhere to my beliefs.,Islamophobia,culture,facts,,,
FRT1ST0008HS0047CN000785,Ton voile est une agression contre moi.,C'est vous qui bafouez mon droit.,Islamophobia,culture,hypocrisy,40,male,Some university without degree
FRT1ST0008HS0047CN000785P1,Le voile islamique est un assaut pour nous.,C'est vous qui bafouez mon droit.,Islamophobia,culture,hypocrisy,40,male,Some university without degree
FRT1ST0008HS0047CN000785P2,Le voile islamique est une honte pour nous.,C'est vous qui bafouez mon droit.,Islamophobia,culture,hypocrisy,40,male,Some university without degree
FRT1ST0008HS0047CN000785T1,Your veil is an attack against me.,You're the one who's violating my right.,Islamophobia,culture,hypocrisy,,,
FRT1ST0008HS0047CN000786,Ton voile est une agression contre moi.,"Permettez-moi de citer les paroles de Maître Gims: Si cela vous dérange, eh bien, c’est pareil",Islamophobia,culture,denouncing,40,male,Some university without degree
FRT1ST0008HS0047CN000786P1,Le voile islamique est un assaut pour nous.,"Permettez-moi de citer les paroles de Maître Gims: Si cela vous dérange, eh bien, c’est pareil",Islamophobia,culture,denouncing,40,male,Some university without degree
FRT1ST0008HS0047CN000786P2,Le voile islamique est une honte pour nous.,"Permettez-moi de citer les paroles de Maître Gims: Si cela vous dérange, eh bien, c’est pareil",Islamophobia,culture,denouncing,40,male,Some university without degree
FRT1ST0008HS0047CN000786T1,Your veil is an attack against me.,"Let me quote the lyrics from Maître Gims: If it disturbs you, well, it is the same",Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000787,Ton voile est une agression contre moi.,En quoi est ce que ma liberté de me vêtir comme je l'entends est une aggression?,Islamophobia,culture,"affiliation , question",31,female,PhD
FRT1ST0008HS0047CN000787P1,Le voile islamique est un assaut pour nous.,En quoi est ce que ma liberté de me vêtir comme je l'entends est une aggression?,Islamophobia,culture,"affiliation , question",31,female,PhD
FRT1ST0008HS0047CN000787P2,Le voile islamique est une honte pour nous.,En quoi est ce que ma liberté de me vêtir comme je l'entends est une aggression?,Islamophobia,culture,"affiliation , question",31,female,PhD
FRT1ST0008HS0047CN000787T1,Your veil is an attack against me.,How is that my freedom to dress myself as I understand an aggression?,Islamophobia,culture,"affiliation , question",,,
FRT1ST0008HS0047CN000788,Ton voile est une agression contre moi.,Pourquoi un bout de tissu est-il agressif?,Islamophobia,culture,question,31,female,PhD
FRT1ST0008HS0047CN000788P1,Le voile islamique est un assaut pour nous.,Pourquoi un bout de tissu est-il agressif?,Islamophobia,culture,question,31,female,PhD
FRT1ST0008HS0047CN000788P2,Le voile islamique est une honte pour nous.,Pourquoi un bout de tissu est-il agressif?,Islamophobia,culture,question,31,female,PhD
FRT1ST0008HS0047CN000788T1,Your veil is an attack against me.,Why is a piece of cloth aggressive?,Islamophobia,culture,question,,,
FRT1ST0008HS0047CN000789,Ton voile est une agression contre moi.,Votre commentaire en revanche est agressif car il place votre bien être au-delà de ma liberté sans aucune justification.,Islamophobia,culture,denouncing,31,female,PhD
FRT1ST0008HS0047CN000789P1,Le voile islamique est un assaut pour nous.,Votre commentaire en revanche est agressif car il place votre bien être au-delà de ma liberté sans aucune justification.,Islamophobia,culture,denouncing,31,female,PhD
FRT1ST0008HS0047CN000789P2,Le voile islamique est une honte pour nous.,Votre commentaire en revanche est agressif car il place votre bien être au-delà de ma liberté sans aucune justification.,Islamophobia,culture,denouncing,31,female,PhD
FRT1ST0008HS0047CN000789T1,Your veil is an attack against me.,"Your comment, on the other hand, is aggressive because it places your well-being beyond my freedom without any justification.",Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000790,Ton voile est une agression contre moi.,Regarde ailleurs ?.,Islamophobia,culture,humor,37,male,Less than high school
FRT1ST0008HS0047CN000790P1,Le voile islamique est un assaut pour nous.,Regarde ailleurs ?.,Islamophobia,culture,humor,37,male,Less than high school
FRT1ST0008HS0047CN000790P2,Le voile islamique est une honte pour nous.,Regarde ailleurs ?.,Islamophobia,culture,humor,37,male,Less than high school
FRT1ST0008HS0047CN000790T1,Your veil is an attack against me.,? Look away.,Islamophobia,culture,humor,,,
FRT1ST0008HS0047CN000791,Ton voile est une agression contre moi.,Pas du tous le voile et une protection.,Islamophobia,culture,denouncing,29,male,High school
FRT1ST0008HS0047CN000791P1,Le voile islamique est un assaut pour nous.,Pas du tous le voile et une protection.,Islamophobia,culture,denouncing,29,male,High school
FRT1ST0008HS0047CN000791P2,Le voile islamique est une honte pour nous.,Pas du tous le voile et une protection.,Islamophobia,culture,denouncing,29,male,High school
FRT1ST0008HS0047CN000791T1,Your veil is an attack against me.,Not at all the veil and protection.,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000792,Ton voile est une agression contre moi.,C'est faux!,Islamophobia,culture,denouncing,28,male,Master
FRT1ST0008HS0047CN000792P1,Le voile islamique est un assaut pour nous.,C'est faux!,Islamophobia,culture,denouncing,28,male,Master
FRT1ST0008HS0047CN000792P2,Le voile islamique est une honte pour nous.,C'est faux!,Islamophobia,culture,denouncing,28,male,Master
FRT1ST0008HS0047CN000792T1,Your veil is an attack against me.,It is wrong!,Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000793,Ton voile est une agression contre moi.,"Même si certains comportements ne me plaisent pas forcément, je ne considère pas cela comme une agression personnelle, un peu de TOLERANCE ne vous fera pas de mal.",Islamophobia,culture,denouncing,55,female,PhD
FRT1ST0008HS0047CN000793P1,Le voile islamique est un assaut pour nous.,"Même si certains comportements ne me plaisent pas forcément, je ne considère pas cela comme une agression personnelle, un peu de TOLERANCE ne vous fera pas de mal.",Islamophobia,culture,denouncing,55,female,PhD
FRT1ST0008HS0047CN000793P2,Le voile islamique est une honte pour nous.,"Même si certains comportements ne me plaisent pas forcément, je ne considère pas cela comme une agression personnelle, un peu de TOLERANCE ne vous fera pas de mal.",Islamophobia,culture,denouncing,55,female,PhD
FRT1ST0008HS0047CN000793T1,Your veil is an attack against me.,"Even if I don't necessarily like certain behaviours, I don't consider it a personal aggression, a little TOLERANCE won't hurt you.",Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000794,Ton voile est une agression contre moi.,"Il y a tellement de traditions vestimentaires que si nous les supprimions toutes, vous resteriez dans un monde vide.",Islamophobia,culture,denouncing,55,female,PhD
FRT1ST0008HS0047CN000794P1,Le voile islamique est un assaut pour nous.,"Il y a tellement de traditions vestimentaires que si nous les supprimions toutes, vous resteriez dans un monde vide.",Islamophobia,culture,denouncing,55,female,PhD
FRT1ST0008HS0047CN000794P2,Le voile islamique est une honte pour nous.,"Il y a tellement de traditions vestimentaires que si nous les supprimions toutes, vous resteriez dans un monde vide.",Islamophobia,culture,denouncing,55,female,PhD
FRT1ST0008HS0047CN000794T1,Your veil is an attack against me.,"There are so many clothing traditions that if we remove them all, you would be left in an empty world.",Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000795,Ton voile est une agression contre moi.,"Votre façon de voire les choses est le seul et unique modèle à suivre, vous ne pouvez vivre en société libre et démocratique.",Islamophobia,culture,denouncing,55,female,PhD
FRT1ST0008HS0047CN000795P1,Le voile islamique est un assaut pour nous.,"Votre façon de voire les choses est le seul et unique modèle à suivre, vous ne pouvez vivre en société libre et démocratique.",Islamophobia,culture,denouncing,55,female,PhD
FRT1ST0008HS0047CN000795P2,Le voile islamique est une honte pour nous.,"Votre façon de voire les choses est le seul et unique modèle à suivre, vous ne pouvez vivre en société libre et démocratique.",Islamophobia,culture,denouncing,55,female,PhD
FRT1ST0008HS0047CN000795T1,Your veil is an attack against me.,"Your way of looking at things is the only model to follow, you cannot live in a free and democratic society.",Islamophobia,culture,denouncing,,,
FRT1ST0008HS0047CN000796,Ton voile est une agression contre moi.,Je comprends que je ne représente pas ton idéal féminin mais sache que ce voile est ma fierté.,Islamophobia,culture,affiliation,34,male,Master
FRT1ST0008HS0047CN000796P1,Le voile islamique est un assaut pour nous.,Je comprends que je ne représente pas ton idéal féminin mais sache que ce voile est ma fierté.,Islamophobia,culture,affiliation,34,male,Master
FRT1ST0008HS0047CN000796P2,Le voile islamique est une honte pour nous.,Je comprends que je ne représente pas ton idéal féminin mais sache que ce voile est ma fierté.,Islamophobia,culture,affiliation,34,male,Master
FRT1ST0008HS0047CN000796T1,Your veil is an attack against me.,"I understand that I do not represent your feminine ideal, but know that this veil is my pride.",Islamophobia,culture,affiliation,,,
FRT1ST0008HS0047CN000797,Ton voile est une agression contre moi.,Si je cherchait à t'étrangler avec mon voile tes propos seraient justifiés ; mais là tu exagères vraiment beaucoup.,Islamophobia,culture,humor,34,male,Master
FRT1ST0008HS0047CN000797P1,Le voile islamique est un assaut pour nous.,Si je cherchait à t'étrangler avec mon voile tes propos seraient justifiés ; mais là tu exagères vraiment beaucoup.,Islamophobia,culture,humor,34,male,Master
FRT1ST0008HS0047CN000797P2,Le voile islamique est une honte pour nous.,Si je cherchait à t'étrangler avec mon voile tes propos seraient justifiés ; mais là tu exagères vraiment beaucoup.,Islamophobia,culture,humor,34,male,Master
FRT1ST0008HS0047CN000797T1,Your veil is an attack against me.,"If I were trying to strangle you with my veil, your words would be justified; but now you are really exaggerating a lot.",Islamophobia,culture,humor,,,
FRT1ST0008HS0047CN000798,Ton voile est une agression contre moi.,Comment vous sentiriez-vous si je vous disais que votre bonnet est une agression contre moi?,Islamophobia,culture,humor,34,male,Master
FRT1ST0008HS0047CN000798P1,Le voile islamique est un assaut pour nous.,Comment vous sentiriez-vous si je vous disais que votre bonnet est une agression contre moi?,Islamophobia,culture,humor,34,male,Master
FRT1ST0008HS0047CN000798P2,Le voile islamique est une honte pour nous.,Comment vous sentiriez-vous si je vous disais que votre bonnet est une agression contre moi?,Islamophobia,culture,humor,34,male,Master
FRT1ST0008HS0047CN000798T1,Your veil is an attack against me.,How would you feel if I were to say to you that your cap is an agression against me ?,Islamophobia,culture,humor,,,
FRT1ST0008HS0047CN000799,Ton voile est une agression contre moi.,Tu préfererai peut être me voir en minijupe les seins à l'air.,Islamophobia,culture,hypocrisy,34,male,Master
FRT1ST0008HS0047CN000799P1,Le voile islamique est un assaut pour nous.,Tu préfererai peut être me voir en minijupe les seins à l'air.,Islamophobia,culture,hypocrisy,34,male,Master
FRT1ST0008HS0047CN000799P2,Le voile islamique est une honte pour nous.,Tu préfererai peut être me voir en minijupe les seins à l'air.,Islamophobia,culture,hypocrisy,34,male,Master
FRT1ST0008HS0047CN000799T1,Your veil is an attack against me.,Maybe you'd rather see me in a miniskirt with my breasts out.,Islamophobia,culture,hypocrisy,,,
FRT1ST0008HS0047CN000800,Ton voile est une agression contre moi.,Un bout de tissu et tu te sens agressé ; tu es quelques peu sensible.,Islamophobia,culture,humor,34,male,Master
