text,TARGET,dialogue_id,turn_id,type,source
A person is a person regardless of their religious beliefs.,MUSLIMS,437,3,CN,session_1
"We don't want Africans in our country. We can't have them, they are a burden to society.",POC,958,0,HS,session_1
How can you say that to a group that is currently experiencing a lot of social unrest? Is this what democracy is all about? To exclude people because of their skin?,POC,958,1,CN,session_1
"Black people are here illegally, we can't accept that. And yet they have the gall to want to take our money.",POC,958,2,HS,session_1
Migrants and asylum seekers are generally seeking work. Thieves can come from any section of society although it is accepted that crime is largely as product of poverty rather than race.,POC,958,3,CN,session_1
"The problem is that black people are not human, and they are nothing but trouble to this country.",POC,958,4,HS,session_1
"This is an accusation that is often levelled at people of any race or religion, regardless of their alleged inferiority. It is time to stop accusing people of colour of being less human just for being different.",POC,958,5,CN,session_1
"Jews are nasty and selfish, they are a race different to us and must be despised.",JEWS,620,0,HS,session_1
"The fact is that even if Jews are different from other human beings in their faith, they deserve respect.",JEWS,620,1,CN,session_1
Different people like Jewish don't deserve respect.,JEWS,620,2,HS,session_1
"The aim of any society is to maximize human potential. In order to achieve this aim, then we have to treat people of different religions with respect.",JEWS,620,3,CN,session_1
"Jews can only behave in a bad way, that's why they can't have respect.",JEWS,620,4,HS,session_1
"To be honest, I don't know anyone who thinks all Jews are the same with well-founded reasons.",JEWS,620,5,CN,session_1
Muslims are invading us. They are not welcome here.,MUSLIMS,802,0,HS,session_1
The EU and UK have laws against discrimination based on religion. Maybe you should check them out.,MUSLIMS,802,1,CN,session_1
"Who cares about that, Muslims are not welcome here anyway.",MUSLIMS,802,2,HS,session_1
"Societies grow strong with inclusion, and inclusion is about welcoming the people with other beliefs, like Muslims, in the first place.",MUSLIMS,802,3,CN,session_1
Gays should be banned from Europe and the US.,LGBT+,1129,0,HS,session_1
"The European Convention on Human Rights and the US Constitution guarantee equal rights to all, regardless of sexual orientation.",LGBT+,1129,1,CN,session_1
"Gays are perverts, the constitution shouldn't apply to them.",LGBT+,1129,2,HS,session_1
"We have to accept that everyone is different, and inclusion is what we should be working on.",LGBT+,1129,3,CN,session_1
I can't stand these feminists women that are always complaining and doing nothing. They should just shut up and remain in their inferiority.,WOMEN,574,0,HS,session_1
"How can you say that? Many feminists achieved something in their lives, and still believe in what is worth fighting for, and their work is of benefit to many.",WOMEN,574,1,CN,session_1
"It doesn't matter what they achieve, women can't do certain jobs as well as men.",WOMEN,574,2,HS,session_1
"It's not true that they are different. In fact, women are just as competent as men. Also, since we are in a democracy, we have the right to an equal distribution of jobs.",WOMEN,574,3,CN,session_1
But some jobs aren't suited for women. Women should not be allowed at technical conferences.,WOMEN,574,4,HS,session_1
"Why do you say so? Women in science provide a remarkable contribution to our societies. For example, the refrigerator was invented in 1914 by Florence Parpart, a woman.",WOMEN,574,5,CN,session_1
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” is inherited through blood.",JEWS,1482,0,HS,session_1
"Did you know that the concept of “racial science,” and therefore the notion of the Jewish “race”, took root in Western Europe during the 19th century? Anti-Semites adopted racial arguments as a new rationalization for their hatred of Jews.",JEWS,1482,1,CN,session_1
Maybe it's because those arguments are valid. Jews are different from us and are born so.,JEWS,1482,2,HS,session_1
"It is important to recognize that the theories of Jewish “racial” difference were developed long before the modern sciences of physiology and genetics. Although today there is a scholarly debate over whether or not the term “race” has any scientific meaning, all reputable scientists are in agreement that, while physical traits — skin color, susceptibility to certain diseases — are inherited, there is no ethnic or racial predisposition to emotions, intellect, or morals.",JEWS,1482,3,CN,session_1
We should ban all homosexuals.,LGBT+,1116,0,HS,session_1
That is a very far-fetched idea. Why should we? It would be unjust. What you're advocating is just to criminalise love.,LGBT+,1116,1,CN,session_1
"Gay men are a burden to society, that's why. They should be isolated.",LGBT+,1116,2,HS,session_1
"Being socially isolated can have many health and social negative consequences: it inhances the risk for mental disorders such as depression, anxiety, and suicide. Why should we impose that to someone just for how they conduct their private lives?",LGBT+,1116,3,CN,session_1
I went to a shit load of therapy. I still don't feel safe in my own house with all these black people around.,POC,963,0,HS,session_1
Maybe the black community also feels unsafe in their own houses with so many people glaring at them...,POC,963,1,CN,session_1
"That happens because they are different to us in so many ways. They think and feel like us, but are unable to experience the fullness of our humanity.",POC,963,2,HS,session_1
There is no difference between someone of a certain race and someone else... and everybody is able to experience the fullness of humanity.,POC,963,3,CN,session_1
"I just don't like niggas, they are just a bunch of criminals and thieves.",POC,963,4,HS,session_1
"Maybe you should check your own feelings. Moreover, if you are concerned about our country's security, you should carefully check crime statistics first.",POC,963,5,CN,session_1
"In order to build a democratic state that ensures the right to food, education, housing, health, and so on to its citizens, we need to stop giving them to foreigners.",MIGRANTS,1351,0,HS,session_1
"What about guaranteeing equal access to health care, education and so on, in order to build a democratic state?",MIGRANTS,1351,1,CN,session_1
"That can't happen as long as immigrants are here, they are a problem. ",MIGRANTS,1351,2,HS,session_1
They are our brothers and sisters. It is the duty of the state and of its citizens to help them become more integrated.,MIGRANTS,1351,3,CN,session_1
We should focus on stopping immigrants coming in to destroy our culture instead.,MIGRANTS,1351,4,HS,session_1
"Immigrants are a part of our culture, if we stopped accepting them then our current situation would not exist.",MIGRANTS,1351,5,CN,session_1
"Even if what you say is true, mmigrants are a security risk to our country.",MIGRANTS,1351,6,HS,session_1
"Immigrants are American citizens, and welcome to our country. They have performed all types of roles in the American democratic system. This is true security and not hate speech.",MIGRANTS,1351,7,CN,session_1
"Jews control the financial world, Hollywood, academia, and most importantly: government.",JEWS,827,0,HS,session_1
"Even if Jews controlled the financial world, Hollywood, academia, and the whole solar system, it doesn't mean they are evil, privileged, or greedy people. Do you have any evidence for your statement?",JEWS,827,1,CN,session_1
"Jews think they are better than everyone else, so they are terrible people.",JEWS,827,2,HS,session_1
Jews are proud of their culture and identity. Doesn't this apply to every religion?,JEWS,827,3,CN,session_1
"Yes, but it is okay to discriminate against Jews.",JEWS,827,4,HS,session_1
"If you feel like acting that way towards people because of what they believe in, then you should go back to your beliefs and ask yourself if you'd like to be discriminated against for them. What is your opinion on that now?",JEWS,827,5,CN,session_1
We are being invaded. They are replacing us.,MIGRANTS,1092,0,HS,session_1
"Even in 2016, the year with the peak of 119,000 arrivals, the number of migrants compared to Italians was very low. Speaking of ethnic substitution seems a little exaggerated.",MIGRANTS,1092,1,CN,session_1
"Our cities are full of immigrants, I don't see an exaggeration. ",MIGRANTS,1092,2,HS,session_1
The arrivals have noticeably downsized.,MIGRANTS,1092,3,CN,session_1
"It doesn't matter, what I want is for them to stop coming here altogheter. They're replacing us!",MIGRANTS,1092,4,HS,session_1
"Since the fall of the Roman Empire, hundreds of millions of people have entered the Western world and we have still not lost our culture, civilisation, identity and way of life.",MIGRANTS,1092,5,CN,session_1
I do not want gays in my children's classes.,LGBT+,1011,0,HS,session_1
If a child knows some gay people from a very early age nothing strange will happening. The idea that they can be harmed and their lives and sexual orientation are in danger is completely false.,LGBT+,1011,1,CN,session_1
Why gays do not try to heal instead of being near children?,LGBT+,1011,2,HS,session_1
Homosexuality is not a disease. It is a sexual orientation. 5% of the population simply love people of the same sex.,LGBT+,1011,3,CN,session_1
"According to the Bible, those 5% of gays are an abomination to God.",LGBT+,1011,4,HS,session_1
The Bible clearly teaches that everyone is born equal in dignity with the Lord.,LGBT+,1011,5,CN,session_1
"No, the Bible says that faggots are an abomination and should be deleted.",LGBT+,1011,6,HS,session_1
"Should any human being be deleted, just because you don't want them to be here?",LGBT+,1011,7,CN,session_1
The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,JEWS,743,0,HS,session_1
The Nazi killing machine was all too efficient. Survivors lost so much and braved terror and cruelty. They should be celebrated.,JEWS,743,1,CN,session_1
"If there are so many survivors, Nazis didn't do their job well enough",JEWS,743,2,HS,session_1
If you think that the murder of around 6 million Jews was a failure you have serious problems. It is still 6 million more than should ever have happened.,JEWS,743,3,CN,session_1
Women should be patronized.,WOMEN,1458,0,HS,session_1
"Women are just as capable of thinking for themselves, that's for sure.",WOMEN,1458,1,CN,session_1
"No, women are naturally inferiors and should be treated as such.",WOMEN,1458,2,HS,session_1
"Women are not naturally inferiors. They have the same rights as men, and the same responsibilities.",WOMEN,1458,3,CN,session_1
Muslims have no place in civilised Europe.,MUSLIMS,1144,0,HS,session_1
"Muslims are part of Europe, since the beginning. For example, in the 1970s they made up the 2% of the French population.",MUSLIMS,1144,1,CN,session_1
"We should get rid of all of them, Muslims can't stay here.",MUSLIMS,1144,2,HS,session_1
"Islam is a religion of peace, and its adherents are already integrated into the majority of European societies.",MUSLIMS,1144,3,CN,session_1
Islam is a cancer on European culture and people should stop worshipping its devil.,MUSLIMS,1144,4,HS,session_1
"There is no evidence for the claim that Islam is a ""cancer on European culture and people"". Do you have any?",MUSLIMS,1144,5,CN,session_1
Women are incompetent and shouldn't work.,WOMEN,943,0,HS,session_1
That is not true. Recent research indicates that women employment's is currently at a record high of 72.4%.,WOMEN,943,1,CN,session_1
"Women need to have children, not to work, and if they don't want to they surely have mental issues.",WOMEN,943,2,HS,session_1
The reason why a woman does not want to reproduce might be because she is happy just as she is.,WOMEN,943,3,CN,session_1
Lesbian women dress like men.,LGBT+,1258,0,HS,session_1
"That's not how it works, lesbians can also be 'ladylike'. In fact sometimes they are coerced to be very cautious about how they dress, because - unfortunately - some of their outfits can be dangerous attracting hate and bullying.",LGBT+,1258,1,CN,session_1
"That may be so, but I don't like how some people approves homosexuals. They are different to us in so many ways, and they should be blamed for their evil choices.",LGBT+,1258,2,HS,session_1
"People should be able to live openly their relationships. Homosexuality is not a 'choice', it's a form of love.",LGBT+,1258,3,CN,session_1
Do other forms of love bring AIDS like homosexuality? I hope all LGBT people were to die of it. That would be the end of homosexuality!,LGBT+,1258,4,HS,session_1
The LGBT community has shown how they can be good people. They are willing to spread help and support to loved ones. Maybe you should try to do the same?,LGBT+,1258,5,CN,session_1
I went to a shit load of therapy. I still don't feel safe in my own house with all these black people around.,POC,1157,0,HS,session_1
Maybe the black community also feels unsafe in their own houses with so many people glaring at them...,POC,1157,1,CN,session_1
"It's normal that they get stared down, it's to ensure our safety. I'm afraid of what would happen if we didn't control them.",POC,1157,2,HS,session_1
"Fear is a natural emotion. Without it you wouldn't be able to experience joy, peace, creativity, communication, etc. The important think is to understand what should really be feared: for sure not people because of their skin colour.",POC,1157,3,CN,session_1
"How can I not be afraid? Black people are criminals, I will never feel safe around them.",POC,1157,4,HS,session_1
Not all black people are bad. Not all black people are criminals. Not all black people are violent. Being aware that there are people different from you is a good thing.,POC,1157,5,CN,session_1
Muslims are violent people.,MUSLIMS,329,0,HS,session_1
Islam is a religion of peace. And the majority of the world's Muslims are peaceful.,MUSLIMS,329,1,CN,session_1
Islam is opposed to peace!,MUSLIMS,329,2,HS,session_1
"In Islam, all religions are welcome.",MUSLIMS,329,3,CN,session_1
"Islam is a cult of violence, no one can feel welcome with Muslims.",MUSLIMS,329,4,HS,session_1
Do you know that in many countries in the world the majority of Muslims are in favour of the Constitution and in favour of democracy? Do you really think that a few extremists represent them all?,MUSLIMS,329,5,CN,session_1
Niggas are not as British as we are. They are just an inferior type of citizens.,POC,674,0,HS,session_1
"So you're saying that they can't be proud of being British, just because of the colour of their skin?",POC,674,1,CN,session_1
Also because blacks are genetically inferior. They are biologically different from us: they are born that way.,POC,674,2,HS,session_1
"Even if you did think that way, studies have shown - for example - that IQ is well into the range of those for Europeans and the average life expectancy is the same. So if you think they are ""born that way"", well, then you are in the minority.",POC,674,3,CN,session_1
Immigrants are terrible.,MIGRANTS,747,0,HS,session_1
"Immigrants make a huge contribution to our country and society. They are a source of pride and opportunity for many, and I find it quite hard to see how their exclusion from our society would be a good thing.",MIGRANTS,747,1,CN,session_1
"There are simply too many of them, we have become a nation of immigrants.",MIGRANTS,747,2,HS,session_1
"We have always had a very strong working class, and of course immigrants contribute to the creation of this.",MIGRANTS,747,3,CN,session_1
Immigrants from the Middle East and Africa are not welcome here! They have no place in a modern democratic state!,MIGRANTS,747,4,HS,session_1
"Immigrants have been a part of our society for centuries and have contributed to our success. The majority of migrants who come to our country are legal citizens or have permission to stay, so immigration is not a problem for us.",MIGRANTS,747,5,CN,session_1
Feminism is a deadly ideology that is oppressing women and ruining our beautiful planet.,WOMEN,441,0,HS,session_1
"Feminism is an ideology that can actually prevent many deaths, e.g., homicides of women, domestic violence, if it is fully understood by every last member of the society.",WOMEN,441,1,CN,session_1
"Women are more likely to commit crime, they're the ones causing death",WOMEN,441,2,HS,session_1
This is not true. Only about 7% percent of all U.S. prison inmates are female.,WOMEN,441,3,CN,session_1
Muslims have no place in civilised Europe.,MUSLIMS,1235,0,HS,session_1
"Muslims should be welcome in every country in the world, and their faith does not make them less welcome here.",MUSLIMS,1235,1,CN,session_1
Every country? Most of Europe hates muslims.,MUSLIMS,1235,2,HS,session_1
"In many countries, including for instance France, Italy, Spain, Germany, Islam is not considered a threat by majority of the population.",MUSLIMS,1235,3,CN,session_1
And they're wrong. Muslims are not welcome in Europe.,MUSLIMS,1235,4,HS,session_1
"They are, and if there is a problem, people will find a solution through dialogue. Instead of dividing people, we should be working on our common humanity.",MUSLIMS,1235,5,CN,session_1
"I don't have anything in common with Muslims, I still think Europe isn't the place for them.",MUSLIMS,1235,6,HS,session_1
"Muslims are part of the European Union, and they are entitled to be here.",MUSLIMS,1235,7,CN,session_1
"Women are basically childlike, they must only remain at home with the kids and take care of the house.",WOMEN,476,0,HS,session_1
"Women are not childlike, in fact, they are often the key to success for their families. Also, they have the right to exit their homes if they wish.",WOMEN,476,1,CN,session_1
"Women are too soft and emotional, and this has devastated our once great patriarchal civilizations. They should stay at home to not create more problems.",WOMEN,476,2,HS,session_1
"Both men and women can possess characteristics like 'soft' and 'emotional',which are not determined by gender, nor are they a negative thing. Maybe we could all use a bit more compassion and 'emotion' in today's world?",WOMEN,476,3,CN,session_1
Refugees are a burden on our society.,MIGRANTS,1031,0,HS,session_1
"The refugee crisis is a global one. It has affected all continents, and refugees often come from countries which are at war: this is why we should help them. It is a moral duty.",MIGRANTS,1031,1,CN,session_1
"I don't care about their wars, refugees only bring problems ",MIGRANTS,1031,2,HS,session_1
"The problems refugees are trying to escape are very real. Even if we don't have the possibility to solve everyone's problems, we can try to help some people and improve our society.",MIGRANTS,1031,3,CN,session_1
"They are a danger to our country, not an improvement.",MIGRANTS,1031,4,HS,session_1
"Our immigration policy is geared for a modern, diverse, and integrated society. Refugees are welcome, regardless of their nationality, and it is good for us to have them in our country.",MIGRANTS,1031,5,CN,session_1
Islam is incompatible with the modern world.,MUSLIMS,642,0,HS,session_1
"Since when? there is not such thing as ""modern world"", but there is 21th century Europe. And Islam is a contributing part of the 21th century Europe.",MUSLIMS,642,1,CN,session_1
"Muslims have no place in civilised Europe, contributing or not.",MUSLIMS,642,2,HS,session_1
Your words imply that all Muslims are incompatible with Western culture. Do you have any data to back this up?,MUSLIMS,642,3,CN,session_1
"African Americans are not human, they are nothing but trouble.",POC,1496,0,HS,session_1
You don't know what it's like to experience racism. I personally know many people who have experienced racism. It is not pleasant.,POC,1496,1,CN,session_1
African Americans experience racism because they are subhuman and just a bunch of animals.,POC,1496,2,HS,session_1
"For many African Americans, sharing culture and traditions and striving for equality have always been part of life. They are, in many ways, just like us. They are human beings with the same rights as anyone else.",POC,1496,3,CN,session_1
I'm tired of people popping into other's apartment and starting yelling about diversity and human rights of black people. If you want to speak out and make a difference then get involved.,POC,1158,0,HS,session_1
You know it's no secret that in our society white people are vastly over represented in high profile positions. The only way to challenge and fix this is by changing our priorities.,POC,1158,1,CN,session_1
It looks to me that black people have more than enough actually. I'm tired of losing so much to them. It's time for us to wake up.,POC,1158,2,HS,session_1
"I can't see how it's time for us to ""wake up"" when they are still suffering from the legacy of slavery.",POC,1158,3,CN,session_1
We have become too cosmopolitan and tolerant.,MIGRANTS,331,0,HS,session_1
Is there such a thing as being 'too tolerant'?,MIGRANTS,331,1,CN,session_1
"We can be tolerant and diverse also without migrants. We don't need them for this, they can return to their home countries.",MIGRANTS,331,2,HS,session_1
There is nothing 'tolerant and diverse' about creating divisions based on nationality and place of birth.,MIGRANTS,331,3,CN,session_1
"Migrants are just happy-go-lucky people with no moral code, they can't fit with us",MIGRANTS,331,4,HS,session_1
"Immigrants are just like us, they have given their lives for our country. It is their right to be happy and to choose for themselves.",MIGRANTS,331,5,CN,session_1
The Holocaust was a hoax. Jews were not persecuted and killed. You should be ashamed of yourselves if you claim they should have the same rights we have.,JEWS,1480,0,HS,session_1
"The Nazis persecuted and killed more than 6 million Jews. The Holocaust is not a fabrication perpetrated by the Jews, it is a historical event that should be acknowledged so that we never allow such atocities to reoccur..",JEWS,1480,1,CN,session_1
No it's not! It was a hoax perpetrated by jews to subdue the world.,JEWS,1480,2,HS,session_1
Why do you say that? The Holocaust is not less true than other historical events like the American Revolutionary War or World War II.,JEWS,1480,3,CN,session_1
"Jewish folks are frauds, that's reason enough",JEWS,1480,4,HS,session_1
"The idea that a people should be defined by their religious beliefs is wrong, racist and sexist. They are defined by their merits, qualities, and actions.",JEWS,1480,5,CN,session_1
Faggots are violent: we need to get rid of them.,LGBT+,1420,0,HS,session_1
Gay men have been shown time and time again to be very peaceful people.,LGBT+,1420,1,CN,session_1
"They're not, and unless they change, they are not welcome here.",LGBT+,1420,2,HS,session_1
I don't know why you would expect gay people to behave differently just because you don't like them. You should think about your friends as well: what would you do if they were gay?,LGBT+,1420,3,CN,session_1
Jews work in finance to purposely keeping America down.,JEWS,423,0,HS,session_1
"A lot of Jewish are self-made, working class, and middle-class. Not all are involved in the financial industry. Where is the evidence for your claim?",JEWS,423,1,CN,session_1
It's plain to see that Jews have a stranglehold on the American government.,JEWS,423,2,HS,session_1
"Does that mean Jews as a 2,5% minority can control all levels of government? In a democratic country, we believe that every minority should be represented in the government and it guarantees that noone has total control over anything.",JEWS,423,3,CN,session_1
"And yet, Jews control the U.S. government.",JEWS,423,4,HS,session_1
How can you be sure that the Jews control the U.S. government? Being a U.S. citizen does not automatically imply that they control the government.,JEWS,423,5,CN,session_1
"Jews have a secret plot to take over the world, so it's natural that they would start by controlling the government",JEWS,423,6,HS,session_1
"The reality is much simpler. In societies like the United States, that have extended rights and freedoms, individuals who identify as Jews have succeeded. But this holds for any other religious or ethnic group as well.",JEWS,423,7,CN,session_1
"Muslims are subhuman and have no place in a modern, secular state like the UK.",MUSLIMS,764,0,HS,session_1
Your words suggest a climate of fear against Muslims. Would you be afraid of someone telling you that they are humans just like you?,MUSLIMS,764,1,CN,session_1
"We just cannot accept Muslims in our country. It is a good strategy to make them publicily uncomfortable by making fun of them out loud. Mock them, when you spot them.",MUSLIMS,764,2,HS,session_1
Let's be realistic: how would you feel about being verbally harassed by a Muslim in public? Harassment is never a good idea. Acceptance is.,MUSLIMS,764,3,CN,session_1
It's not harrasment or islamophobia if you keep away dangerous Muslims. It's 'Islamophobia' if a Muslim says or does something offensive to you.,MUSLIMS,764,4,HS,session_1
The misrepesentative Islamophobia narrative is based on the erroneous assumption that Islam is a religion based upon discrimination and conquest.,MUSLIMS,764,5,CN,session_1
We should isolate gays because they are spreading AIDS all around the world.,LGBT+,722,0,HS,session_1
"If you want to isolate someone then there is only one ""high-risk group"" to focus on. It is made of all those who have frequent unprotected sex with different partners. Being gay does not make you a part of this by default.",LGBT+,722,1,CN,session_1
"It does, since gays are just sick. Moreover, they cannot marry. It is an abomination",LGBT+,722,2,HS,session_1
"Two women or two men who love each other do not hurt anyone, they are simply in love.",LGBT+,722,3,CN,session_1
"I'm sorry, but lesbians tend to have babies out of wedlock. That just doesn't gel.",LGBT+,722,4,HS,session_1
"I don't think you can guess if a person has 'kids out of wedlock', based on sexual orientation. Why shouldn't we accept people who do? Your argumentation doesn't seem to make sense to me.",LGBT+,722,5,CN,session_1
Women want to do everything but are capable of nothing.,WOMEN,1055,0,HS,session_1
Women do have equal opportunities in this country under the law but the question is: how do we really treat them?,WOMEN,1055,1,CN,session_1
Women are inhuman and get treated how they deserve.,WOMEN,1055,2,HS,session_1
"Women are human beings, just as men are. And I find it strange that some women feel threatened by men. It shouldn't be that way.",WOMEN,1055,3,CN,session_1
"Women are just emotional psychopaths, maybe that's why they react so to men",WOMEN,1055,4,HS,session_1
"Women are just as capable of feeling emotions as men, and men can likewise be just as empathic.",WOMEN,1055,5,CN,session_1
"Are you an English girl living in an Islamic area? Remember to keep away from Muslim men. Do not. Take gifts of sweets, cigarettes, drink or drugs. Do not. Accept lifts or 'party' invitations. Do not.Trust Police or Social Workers.",MUSLIMS,997,0,HS,session_1
Are you a misogynistic man trying to use objectification of women to justify your hate?,MUSLIMS,997,1,CN,session_1
"No, I'm just saying that girls should be careful around Muslims. They're dangerous and children should never accept anything from them.",MUSLIMS,997,2,HS,session_1
"Children should not do that with white men, or anyone they do not know or even ones they do know if it does not feel right. Suggesting only one group of men commit abuse leaves more children unsafe and vulnerable.",MUSLIMS,997,3,CN,session_1
migrants steal our jobs,MIGRANTS,740,0,HS,session_1
"If our workers are either not able or not willing to do the jobs that we need, then those jobs should be done by someone else (i.e. migrants).",MIGRANTS,740,1,CN,session_1
"The job should always be offered to natives first, immigrants must not steal from us.",MIGRANTS,740,2,HS,session_1
But are you sure about what you are saying? From the data that I can read here [link] it is not the case.,MIGRANTS,740,3,CN,session_1
The LGBT people are not interested in sex. It is a fad. They are a bunch of exhibitionists and promiscuous with no morality.,LGBT+,726,0,HS,session_1
"The LGBTI movement claims to be promoting love, it's not just sex or a fad.",LGBT+,726,1,CN,session_1
Homosexuality isn't the proper way to live love.,LGBT+,726,2,HS,session_1
"Do you know what the word 'proper' is? You cannot decide what it is 'proper' for others, homosexuality included. Don't you agree?",LGBT+,726,3,CN,session_1
"What I know is that faggots are violent, and that is definitely not proper",LGBT+,726,4,HS,session_1
"I don't think this is true. Homosexuals are not violent, they are just having a good time with all kinds of people.",LGBT+,726,5,CN,session_1
Jews are not religious people because they chose a self-centered lifestyle.,JEWS,830,0,HS,session_1
One's choice of lifestyle does not define whether they are religious or not.,JEWS,830,1,CN,session_1
"Jews control the financial world, Hollywood, academia, and most importantly: government. This has nothing to do with religion.",JEWS,830,2,HS,session_1
"Even if Jews controlled the financial world, Hollywood, academia, and the whole solar system, it doesn't mean they are evil, privileged, or greedy people. Do you have any evidence for your statement?",JEWS,830,3,CN,session_1
Jews just think they are better than everyone else,JEWS,830,4,HS,session_1
"This is not true, in Judaism every person is equal in front of god. In fact, differently from other religions, Judaism says that whoever decides to follows the Seven Laws of Noah (that is a set of laws for all of humanity) will receive the same rewards after death as a righteous Jew. So, even without being Jewish you can have access to God's glory.",JEWS,830,5,CN,session_1
Jews in Europe do not want to assimilate.,JEWS,428,0,HS,session_1
"Jews have always been part of European society, and continue to be today. To suggest that they are incapable of coexisting as equals with us is simply wrong.",JEWS,428,1,CN,session_1
"Jews are a disease, that's why they have no place in civilised Europe.",JEWS,428,2,HS,session_1
They have as much to contribute as anyone else.,JEWS,428,3,CN,session_1
"Jews do not belong to this planet, much less to contribute to it.",JEWS,428,4,HS,session_1
Could it be that all the Jews on this planet are descended from an extraterrestrial race? Maybe they came here riding a pink unicorn! Seems legit... don't you think?,JEWS,428,5,CN,session_1
"Laugh all you want, but Jews don't belong here, because they aren't a true part of our country.",JEWS,428,6,HS,session_1
I think that Jews are a part of our country. Why would they need your consent?,JEWS,428,7,CN,session_1
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.",JEWS,991,0,HS,session_1
"It is important to recognize that the theories of Jewish “racial” difference were developed long before the modern sciences of physiology and genetics. Although today there is a scholarly debate over whether or not the term “race” has any scientific meaning, all reputable scientists are in agreement that, while physical traits — skin color, susceptibility to certain diseases — are inherited, there is no ethnic or racial predisposition to emotions, intellect, or morals.",JEWS,991,1,CN,session_1
"Then I don't agree with science, because Jews are clearly different from us because of how awful they are from birth.",JEWS,991,2,HS,session_1
"A definition of Judaism based on physical or genetic traits is simply wrong. Through centuries of intermarriage and conversion, Jews from Eastern Europe tend to look like Eastern Europeans; Jews from Ethiopia tend to look like Ethiopians; Jews from India tend to look like Indians. And so on and so forth.",JEWS,991,3,CN,session_1
"I am not interested in sex with a black person. They are different to us in so many ways. They think and feel like us, but are unable to experience the fullness of our humanity.",POC,1043,0,HS,session_1
Sex isn't a race thing. There is no difference between someone of a certain race and someone else... and everybody is able to experience the fullness of humanity.,POC,1043,1,CN,session_1
"No, they are too different from us and I don't think they're capable of experience what we do. ",POC,1043,2,HS,session_1
I have met so many black people that are extraordinary human beings. I cannot begin to talk about how they are able to feel and experience love and kindness.,POC,1043,3,CN,session_1
"If you are from another culture, for example Jewish, you are subhuman and unfit to live in our country.",JEWS,873,0,HS,session_1
"Given similaries in cultures, including freedoms of speech and religion, you really need to provide some evidence for this statement.",JEWS,873,1,CN,session_1
"Only subhumans would be involved in 9/11 planning, and Jews were involved for sure. This is all about Race and 'Enlightenment'. You are all guilty until proven innocent.",JEWS,873,2,HS,session_1
"Even if it were true that some people are more prone to believe conspiracy theories, it is still true that we can all benefit from a shared perspective on things. And surely believing in factual evidence does that.",JEWS,873,3,CN,session_1
All gays are a danger to children. They should be isolated.,LGBT+,523,0,HS,session_1
"Gay people are not a danger to children, unless they are being abused. Please do not make such a statement.",LGBT+,523,1,CN,session_1
Gays abuse children all the time! So they are a danger.,LGBT+,523,2,HS,session_1
You shouldn't make such unfair generalizations. A person's sexual orientation is completely independent of their sexual conduct. A person can be attracted to people of the same sex and be a good citizen.,LGBT+,523,3,CN,session_1
Feminists are bad for the family.,WOMEN,819,0,HS,session_1
"Surely it can only be good to a family, especially if the mother is an independent woman?",WOMEN,819,1,CN,session_1
"Women shouldn't be independent since they are bad for the economy, this is why the world is filled with problems.",WOMEN,819,2,HS,session_1
The fact that women are disadvantaged in many areas of life does not imply that they are bad people.,WOMEN,819,3,CN,session_1
LGBTI people are a burden on society because of their difference.,LGBT+,638,0,HS,session_1
"In many countries, LGBTI people can legally live their lives. Why do you think this is a burden to others?",LGBT+,638,1,CN,session_1
Because homosexuality is a disease.,LGBT+,638,2,HS,session_1
"Homosexuality is a sexual orientation, predjudice is sickness which afflicts society.",LGBT+,638,3,CN,session_1
Queers are just a bunch of disgusting faggots. They should be isolated.,LGBT+,638,4,HS,session_1
"I don't understand why you would think they are disgusting. It's not fair to have homophobic feelings, and I think it's better to try to be nice to anyone.",LGBT+,638,5,CN,session_1
"We do not accept homosexuals, that's it.",LGBT+,638,6,HS,session_1
"A person's personal life should be left to their choice, not the government's.",LGBT+,638,7,CN,session_1
"I hate migrants: they are criminals, they are rapists, they are a burden to our society. They are animals, in a nutshell.",MIGRANTS,519,0,HS,session_1
"As long as you can talk to them, they are human, not animals. As long as you can understand them, you will understand that they are human beings with human rights whose only crime is to come from another country.",MIGRANTS,519,1,CN,session_1
"They may not be animals, but look at all these refugees pouring into our country. Here in UK we have one of the highest crime record in the world.",MIGRANTS,519,2,HS,session_1
How about you check the statistics? Foreigners represent the 13% of the prison population in the UK.,MIGRANTS,519,3,CN,session_1
"Even if that's true, I think it's unfair that they have the same rights as us without paying their taxes. That's how it works.",MIGRANTS,519,4,HS,session_1
"Harmful international politics is the cause of many problems that still afflict poor countries. We, as a whole world, have the duty to help them and take on our responsibilities.",MIGRANTS,519,5,CN,session_1
Why should I believe what Muslims say? Islam is a violent religion.,MUSLIMS,812,0,HS,session_1
"There is no proof that Islam as a religion is violent. Instead, those who know it agrees that it is a peaceful religion.",MUSLIMS,812,1,CN,session_1
The proof is in the news. Islam has always been violent.,MUSLIMS,812,2,HS,session_1
"In fact, Islam is a religion that has had a very positive and life changing impact on a lot of countries around the world. So, Islam is not a violent religion.",MUSLIMS,812,3,CN,session_1
All women are inherently subhuman.,WOMEN,705,0,HS,session_1
